epochs,train_l1_losses,train_l2_losses,train_kl_losses,val_l1_losses,val_l2_losses,val_kl_losses,lr_history
14,0.5721571224551544,0.5965500768826572,0.6131450836528941,0.5304444083237575,0.5506900716094417,0.6112328972380305,1.000000000000001e-17
15,0.5721339222268036,0.5965358938020756,0.6131294528380715,0.5280410018725606,0.5487274746243045,0.6201936751757227,1.000000000000001e-18
16,0.5720560507342853,0.5964298308136354,0.6131046713755169,0.5288048007918899,0.5494667548391459,0.6135744732122137,1.000000000000001e-19
17,0.5721641320314002,0.5965437049120008,0.6131275491786248,0.5286552426228175,0.5492038193780007,0.6138181073508797,1.0000000000000011e-20
18,0.5721468539840149,0.596534982161725,0.6131243156791608,0.5312643924159479,0.551339901263949,0.6116225927731238,1.0000000000000012e-21
19,0.5721052459508137,0.5964556939429474,0.6131297391898132,0.529135989819683,0.549739669882075,0.613297785924248,1.0000000000000012e-22
20,0.5721290486018213,0.596489063688662,0.6131348778322755,0.5310129153122025,0.5511304686824194,0.6084567171053431,1.0000000000000013e-23
21,0.5721146523733671,0.5964411114762358,0.6131328006716726,0.5327950303365245,0.5525354007747166,0.6039648025860399,1.0000000000000014e-24
22,0.5721091361254147,0.5965223443665694,0.6131303896462865,0.5296343353032331,0.5499122616627233,0.6160161743153036,1.0000000000000014e-25
23,0.5720590575369794,0.5964445511587566,0.613135114093359,0.5344393738035308,0.5540111820229768,0.6042353374096742,1.0000000000000015e-26
24,0.5721227515461511,0.5965215813002047,0.6131474426708208,0.5277423853818461,0.5483378854954476,0.6152127112079132,1.0000000000000015e-27
25,0.572172861547372,0.5965736429574906,0.6131316234886909,0.5288060058869292,0.5492742384677678,0.6173013597726822,1.0000000000000015e-28
26,0.5721740147309506,0.5965199181052382,0.613136850128965,0.529406727945388,0.5497769959278611,0.6182684450116457,1.0000000000000016e-29
27,0.5721335946944667,0.5965247513964312,0.6131356761231471,0.5315686105563854,0.5514414724716792,0.6087401351697154,1.0000000000000017e-30
28,0.5720774015884917,0.5964609627725445,0.6131411640785864,0.5304009917843991,0.5506134231145066,0.6110917969787721,1.0000000000000016e-31
29,0.5721237624269225,0.5965337728985781,0.613111474856231,0.5317775892727422,0.5518525740838124,0.6077575639487538,1.0000000000000017e-32
30,0.5721780939818129,0.5965525232835314,0.6131281325514271,0.5312811783136836,0.5513317907900996,0.61117972078267,1.0000000000000018e-33
31,0.5721249607691156,0.5964658858426867,0.613143537297473,0.5346454937328783,0.5540921082155432,0.5990227463158404,1.0000000000000019e-34
32,0.5721242795475429,0.596521307646178,0.6131298327323449,0.5271346684610366,0.5480417379724649,0.6211136775847451,1.0000000000000019e-35
33,0.572092921736482,0.5964430094990611,0.6131147667437398,0.53007845763588,0.550348154840587,0.6098720849417955,1.000000000000002e-36
34,0.5721380500410097,0.5965401068898725,0.6131514886577399,0.5328812571768893,0.5525587750225494,0.6050611058554448,1.000000000000002e-37
35,0.5721669029646858,0.5965608650498453,0.6131351580791361,0.5346734642308638,0.5540907334187906,0.6040139376259536,1.000000000000002e-38
36,0.5720809896086806,0.5964476440599661,0.6131214026443759,0.5317145489225162,0.5515719891390845,0.6095661651745117,1.000000000000002e-39
37,0.5721572234854649,0.5965264764104296,0.6131497119579371,0.5276900044310252,0.5486212511760358,0.6156903474083417,1.0000000000000022e-40
38,0.5720887407835534,0.5964236894105499,0.6131415823045105,0.5285594451556103,0.549106883580001,0.6192578666164843,1.0000000000000022e-41
39,0.5720839423580142,0.5964516633342016,0.6131309494835689,0.5330878907674875,0.5526326193501991,0.6069888951752683,1.0000000000000023e-42
40,0.5721393733997877,0.5965209604097358,0.613174192390778,0.5308740539638994,0.5509010712862137,0.61219609606119,1.0000000000000023e-43
41,0.5721077031457301,0.5964664315774753,0.6131325080750097,0.5300498929445202,0.5503460508058152,0.6081942319716849,1.0000000000000023e-44
42,0.5720975322213993,0.5964753788692135,0.6131399537323154,0.529800708368344,0.5501075926230108,0.6100587387706123,1.0000000000000023e-45
43,0.5721167387525591,0.5965084444233675,0.6131325819200006,0.5308912449725975,0.5510729943906538,0.6103389334519378,1.0000000000000024e-46
44,0.5721750955202681,0.596532967955793,0.6131146503440084,0.5284569803529628,0.5489718337664868,0.6171644325736615,1.0000000000000024e-47
45,0.5721215601315758,0.5965324295993768,0.6131334534388106,0.5295385485562857,0.5499277696135968,0.6098951136373665,1.0000000000000024e-48
46,0.5721594863132233,0.5965247583284252,0.6131395337733928,0.533025984551838,0.552814246250081,0.6066030126681431,1.0000000000000024e-49
47,0.5720887229174769,0.5964418006625994,0.6131137615433524,0.5323638217514123,0.5521384896547796,0.6033692892721231,1.0000000000000025e-50
48,0.5721653386841087,0.5965143598211319,0.6131370978208366,0.529592674382544,0.5498545396410671,0.6133953961108228,1.0000000000000025e-51
49,0.5720263650654521,0.5963893460063332,0.6131390235191225,0.5341678109912074,0.5536628933537289,0.6018135691902008,1.0000000000000026e-52
50,0.5721420582564392,0.5965498195039368,0.6131367320750079,0.531695554697195,0.551670589862355,0.6070028986831608,1.0000000000000027e-53
51,0.5721114934497292,0.5964816709928401,0.6131404843536943,0.5298908718795595,0.5502284940213485,0.6107242986758958,1.0000000000000028e-54
52,0.572126956128689,0.5964960406245814,0.6131474785867767,0.5284045181655442,0.5489615906500865,0.6139636382169615,1.0000000000000029e-55
53,0.5721143247753863,0.5964710338678479,0.6131533999931444,0.5321460356141411,0.5520124320564878,0.6090379558878837,1.000000000000003e-56
54,0.5721060957808851,0.5964843668754756,0.6131294795069926,0.5303184595514177,0.5505703653363015,0.6073134884100411,1.000000000000003e-57
55,0.5721133234086015,0.5965616439648311,0.6131513003867103,0.5318767898864393,0.5517777863732958,0.6091673768834734,1.0000000000000032e-58
56,0.5721187889882297,0.5964869562706058,0.6131469145482857,0.5305085692474311,0.5507950867083066,0.611063365394753,1.0000000000000033e-59
57,0.5721291051343325,0.5965066811236691,0.6131362231511202,0.5294960430399241,0.5500296249924437,0.6122922663790349,1.0000000000000034e-60
58,0.5721407715094422,0.5965172182183258,0.6131445982995363,0.5267388639782095,0.5478326060712522,0.6210980720259057,1.0000000000000035e-61
59,0.5721576006402003,0.5965136493311405,0.6131268491260106,0.5330826074635382,0.5528369918312468,0.6053745605717705,1.0000000000000035e-62
60,0.5721009177127073,0.5964733068507149,0.6131288767955027,0.5287872303472516,0.5493417672606191,0.6166607899723415,1.0000000000000036e-63
61,0.5720909934868371,0.5964576892325006,0.6131450906724132,0.5291629718254796,0.5497084172846479,0.6168241111249619,1.0000000000000037e-64
62,0.5720306989139222,0.5963962528127056,0.6131438806806192,0.5313386517784578,0.5513639462095248,0.6076362477146464,1.0000000000000037e-65
63,0.5721219212692039,0.5965329329719803,0.6131347823335561,0.5308585876229488,0.5508945026384228,0.6118488011753449,1.0000000000000038e-66
64,0.5721536939517867,0.5965533765467779,0.6131427694784912,0.5272431231629322,0.5484007930752552,0.6218972659123274,1.0000000000000039e-67
65,0.5721621069526532,0.5965595583449201,0.6131378176322593,0.534363843730334,0.5537930234026198,0.6022927471018279,1.000000000000004e-68
66,0.5721551893872486,0.5965270467923076,0.6131348554827218,0.5288384037986321,0.5492233799393351,0.613851898911678,1.0000000000000041e-69
67,0.5720910440851413,0.5964708721804024,0.6131417501296591,0.5321185569387056,0.5522103106022984,0.6066253759112412,1.0000000000000042e-70
68,0.5721168022914604,0.5964823236221258,0.6131041692304541,0.5287687567513502,0.5494019549114119,0.6143174081857011,1.0000000000000041e-71
69,0.5720789117041138,0.596465149003241,0.6131423782365788,0.5298528928550885,0.5502193575037714,0.6093220417938154,1.0000000000000042e-72
70,0.5721340927039649,0.5965133071908517,0.6131198462541934,0.5313608248900902,0.5512995855367808,0.6158407260831311,1.0000000000000042e-73
71,0.5721362185635755,0.5965096254158825,0.6131570360077635,0.5267735908663652,0.5477743967065831,0.6144597701582855,1.0000000000000043e-74
72,0.5722188561717144,0.5966387785106854,0.613145454322014,0.5284528463221282,0.5490559924083771,0.6108199319240368,1.0000000000000044e-75
73,0.5721281587377344,0.5965043822005281,0.6131348200962932,0.531307328687665,0.5513008444245525,0.6112521557100998,1.0000000000000044e-76
74,0.5721321248360492,0.5964959048992912,0.6131248263316708,0.530903568539198,0.5509321855157154,0.6077244979351422,1.0000000000000043e-77
75,0.5721730886314409,0.5965173927610317,0.6131352492628643,0.5314194796892133,0.5514619136257872,0.6112938629882554,1.0000000000000044e-78
76,0.5721025082245798,0.5964865290186478,0.6131431142970504,0.5277609904004761,0.5485798516305965,0.6193024420542192,1.0000000000000045e-79
77,0.5721553171521242,0.596515433466207,0.6131245086196586,0.5322965901777653,0.5522901811861919,0.6083587922485122,1.0000000000000045e-80
78,0.5721681426472076,0.596556288925124,0.6131451411087958,0.5309383576584622,0.5510007125868214,0.6125158955479942,1.0000000000000045e-81
79,0.5721237939403621,0.5965439425100314,0.6131579422390584,0.5304962667920852,0.5506766408926904,0.6103140058461098,1.0000000000000046e-82
80,0.5720921350208148,0.596481474021808,0.6131110930932951,0.5320159609660216,0.5519392456847865,0.6075218144693209,1.0000000000000048e-83
81,0.5721369915640476,0.5965264559361028,0.6131389984387833,0.529709082782146,0.5501435192843626,0.6127287175770532,1.0000000000000048e-84
82,0.5720914988134401,0.5964692412318987,0.6131158036063596,0.5271913759326151,0.5481660552054858,0.6178954529125178,1.0000000000000048e-85
83,0.5720921308852502,0.5964392292429522,0.6131164521416553,0.5310562956094251,0.5511266522239683,0.6102930712001542,1.0000000000000049e-86
84,0.5721495684197996,0.5965663582655477,0.6131203108115694,0.5335797163651144,0.5533529302490088,0.6017182847793153,1.0000000000000049e-87
85,0.5721476195711046,0.5965172146057243,0.6131418853473033,0.5303700288790225,0.550529230588938,0.6139386331189696,1.000000000000005e-88
86,0.5720813140119925,0.5964201066856343,0.6131149288841281,0.5296779742420393,0.5501988229991721,0.612840574269182,1.0000000000000051e-89
87,0.5721399230185059,0.5965208935930165,0.6131294307904797,0.5293683826249526,0.549867562030778,0.6145230480847844,1.0000000000000052e-90
88,0.5720868133938435,0.5964640719206148,0.6131400623510588,0.5311555528796956,0.5512248127733693,0.6098229139430672,1.0000000000000053e-91
89,0.5721217025350369,0.596506990763672,0.6131335161724805,0.5286691710506044,0.549155844017511,0.6101457569422727,1.0000000000000054e-92
90,0.5721020752725448,0.5964886995642371,0.6131252531744485,0.5314545207958428,0.5514703192513624,0.6065024956984241,1.0000000000000054e-93
91,0.5721460897229317,0.5965164983325068,0.6131316677501724,0.5306823584121888,0.551074431349599,0.6085863136069013,1.0000000000000055e-94
92,0.5720684111599705,0.5964305076086224,0.6131337478778786,0.5331014498823226,0.5528902227225554,0.6021845284064529,1.0000000000000056e-95
93,0.5720748358448522,0.5964399960313249,0.6131334302621441,0.5336957365458205,0.553253312188393,0.5990374032082563,1.0000000000000057e-96
94,0.5721234958099198,0.5965053666049338,0.6131396090362916,0.5332972468676205,0.553031451249723,0.6049219475406292,1.0000000000000058e-97
95,0.5721222965815344,0.596500858671077,0.6131306147085237,0.5306806815338282,0.5508655450878261,0.6089642205316753,1.0000000000000058e-98
96,0.572111960116462,0.596518454272929,0.6131435417218706,0.5305124807792725,0.5507709618891375,0.608003157107705,1.000000000000006e-99
97,0.5720616692182076,0.5964205018486746,0.6131392795302619,0.5288534451425382,0.5492243077931399,0.613354217203646,1.000000000000006e-100
98,0.5720889740753454,0.5964411361189491,0.6131317440371157,0.5305052132624272,0.5507715495508106,0.6102572212422617,1.0000000000000061e-101
99,0.5721487160142998,0.5965519924302108,0.6131260765062729,0.5312101726648987,0.5511176561188232,0.611134901259933,1.000000000000006e-102
