epochs,train_l1_losses,train_l2_losses,train_kl_losses,val_l1_losses,val_l2_losses,val_kl_losses,lr_history
61,0.6504757500500501,0.9999960966919172,2.318442526660375e-08,0.6507578985641532,1.0007444293370702,6.554644040315691e-09,1.0000000000000037e-64
62,0.6504755291104798,0.9999961857314306,2.0610892582675507e-08,0.6507578985641532,1.0007444293370702,7.0442533022573765e-09,1.0000000000000037e-65
63,0.650474852364814,0.9999931791990222,2.0620476747360805e-08,0.6507578985641532,1.0007444293370702,6.100649968919748e-09,1.0000000000000038e-66
64,0.6504769522774136,1.000001536673884,1.9844278442586125e-08,0.6507578985641532,1.0007444293370702,6.3793455900203155e-09,1.0000000000000039e-67
65,0.6504740624751155,0.9999907664584373,2.8293847280567163e-08,0.6507578985641532,1.0007444293370702,6.3440874338612374e-09,1.000000000000004e-68
66,0.6504775624005197,1.0000058267362242,2.0490223787443165e-08,0.6507578985641532,1.0007444293370702,7.018256636299699e-09,1.0000000000000041e-69
67,0.6504748675030055,0.9999944297533727,2.856903616294629e-08,0.6507578985641532,1.0007444293370702,7.147941221633825e-09,1.0000000000000042e-70
68,0.6504773406897499,1.000006446290646,2.3431652514419106e-08,0.6507578985641532,1.0007444293370702,6.078552683129674e-09,1.0000000000000041e-71
69,0.6504747426276682,0.9999916252049058,2.043877173446735e-08,0.6507578985641532,1.0007444293370702,7.71507383048986e-09,1.0000000000000042e-72
70,0.6504748600768084,0.9999945832765015,2.3142603754827584e-08,0.6507578985641532,1.0007444293370702,6.621177266234221e-09,1.0000000000000042e-73
71,0.6504774312852716,1.0000039944570533,3.266949166384471e-08,0.6507578985641532,1.0007444293370702,7.232964252279016e-09,1.0000000000000043e-74
72,0.6504780670416864,1.0000098174824472,2.395945997340383e-08,0.6507578985641532,1.0007444293370702,7.416150647474143e-09,1.0000000000000044e-75
73,0.6504791536027414,1.000010319794138,2.3053636836750472e-08,0.6507578985641532,1.0007444293370702,7.324227117832377e-09,1.0000000000000044e-76
74,0.6504797725583494,1.0000116774272643,2.5959235760791788e-08,0.6507578985641532,1.0007444293370702,7.225294162681523e-09,1.0000000000000043e-77
75,0.650475336673534,0.9999940412457706,2.3253758056022514e-08,0.6507578985641532,1.0007444293370702,7.449412700267749e-09,1.0000000000000044e-78
76,0.6504754802300439,0.9999973993090355,2.5268934722348802e-08,0.6507578985641532,1.0007444293370702,6.48136589671412e-09,1.0000000000000045e-79
77,0.6504748558941855,0.9999942496306675,2.5127699527969114e-08,0.6507578985641532,1.0007444293370702,7.1902099490142994e-09,1.0000000000000045e-80
78,0.6504742220680375,0.9999933408061358,2.090525336086143e-08,0.6507578985641532,1.0007444293370702,6.1729610833947985e-09,1.0000000000000045e-81
79,0.650475914038809,0.9999994697550114,2.0450292279596128e-08,0.6507578985641532,1.0007444293370702,8.053303748368928e-09,1.0000000000000046e-82
80,0.6504752697152756,0.999995327313856,2.2927820902509305e-08,0.6507578985641532,1.0007444293370702,6.5346617250105155e-09,1.0000000000000048e-83
81,0.6504767925347882,1.0000015051817275,2.0499856773955714e-08,0.6507578985641532,1.0007444293370702,6.8963957806128996e-09,1.0000000000000048e-84
82,0.6504731977972159,0.9999865220647142,2.4847980012978896e-08,0.6507578985641532,1.0007444293370702,7.188084826642965e-09,1.0000000000000048e-85
83,0.65047470632232,0.9999945886227283,2.05666837899741e-08,0.6507578985641532,1.0007444293370702,6.169481573575357e-09,1.0000000000000049e-86
84,0.6504743903256123,0.9999891108474518,3.5863625867680936e-08,0.6507578985641532,1.0007444293370702,1.0291284689762871e-08,1.0000000000000049e-87
85,0.6504759112534181,0.9999983042889111,2.2619609425315182e-08,0.6507578985641532,1.0007444293370702,6.582293035763081e-09,1.000000000000005e-88
86,0.6504786927430214,1.0000078932967158,2.3716635515447917e-08,0.6507578985641532,1.0007444293370702,6.4202995105864875e-09,1.0000000000000051e-89
87,0.6504745985403917,0.9999938306221271,2.3171251322642506e-08,0.6507578985641532,1.0007444293370702,7.446803609262584e-09,1.0000000000000052e-90
88,0.6504777254593028,1.0000058877721243,2.060367192751868e-08,0.6507578985641532,1.0007444293370702,6.9995145316458025e-09,1.0000000000000053e-91
89,0.6504746353538243,0.9999925866297766,2.302026509696397e-08,0.6507578985641532,1.0007444293370702,6.48650184160081e-09,1.0000000000000054e-92
90,0.6504754029422493,0.9999974877724175,2.056335176422949e-08,0.6507578985641532,1.0007444293370702,7.020418710229286e-09,1.0000000000000054e-93
91,0.6504770316792021,1.000002016051464,2.287808612996843e-08,0.6507578985641532,1.0007444293370702,6.3548692837901735e-09,1.0000000000000055e-94
92,0.6504790265725822,1.0000113393742522,2.9623240476121945e-08,0.6507578985641532,1.0007444293370702,7.1674095791228965e-09,1.0000000000000056e-95
93,0.6504742143061419,0.9999919923298689,2.6692178822135792e-08,0.6507578985641532,1.0007444293370702,7.90732964141782e-09,1.0000000000000057e-96
94,0.6504738831077321,0.9999883472216312,2.7113150906584757e-08,0.6507578985641532,1.0007444293370702,8.67456426976008e-09,1.0000000000000058e-97
95,0.6504751433928051,0.9999953077571452,2.391111204749241e-08,0.6507578985641532,1.0007444293370702,6.54962228452878e-09,1.0000000000000058e-98
96,0.6504733348484316,0.9999872877432863,2.022495335267161e-08,0.6507578985641532,1.0007444293370702,7.801539989531684e-09,1.000000000000006e-99
97,0.6504743464761187,0.999992695266829,2.2663324476969692e-08,0.6507578985641532,1.0007444293370702,7.160004120469684e-09,1.000000000000006e-100
98,0.6504742754531856,0.9999904002679865,2.5561785401556994e-08,0.6507578985641532,1.0007444293370702,7.231717649978555e-09,1.0000000000000061e-101
99,0.6504749741009158,0.9999934454533651,2.2829688455486322e-08,0.6507578985641532,1.0007444293370702,6.9030722584881615e-09,1.000000000000006e-102
