epochs,train_l1_losses,train_l2_losses,train_kl_losses,val_l1_losses,val_l2_losses,val_kl_losses,lr_history
25,0.5486495922412449,0.5456014506904378,0.6358392375090767,0.5069904899636656,0.5032349245312199,0.6419816560327546,1.0000000000000015e-28
26,0.5486369976381269,0.5456159464140424,0.635837426199901,0.5125666788100846,0.5076494330117314,0.6148891475738565,1.0000000000000016e-29
27,0.5485222087808652,0.5454296012654694,0.6358343953526115,0.5065735183988023,0.5029325666763698,0.6328023624718518,1.0000000000000017e-30
28,0.5486721970018691,0.5456579887364209,0.635839514738379,0.5041688054108997,0.5009648042498243,0.6452206602024602,1.0000000000000016e-31
29,0.5486668789172353,0.5456092193077029,0.6358536298429459,0.5121289787811965,0.506834818119506,0.6235506576916116,1.0000000000000017e-32
30,0.5486256852871387,0.5455780558736323,0.6358448437371573,0.5124298891009414,0.5078758008676634,0.6181857327700626,1.0000000000000018e-33
31,0.5486000871421362,0.5455076847073407,0.6358441991694694,0.5104059036444073,0.5057245246465477,0.6226425621936897,1.0000000000000019e-34
32,0.5486560251891337,0.5455950282492155,0.6358296385346013,0.5102903190170706,0.5058545448190376,0.6258467501649797,1.0000000000000019e-35
33,0.5486502431436502,0.5455757227323113,0.6358792864391168,0.5116091697015085,0.5072628877971994,0.6218725919372508,1.000000000000002e-36
34,0.5487068532035538,0.5456293284404062,0.635855120805366,0.5100084573502132,0.5056208705239582,0.6295219856586183,1.000000000000002e-37
35,0.5486641980842427,0.5455605878197299,0.6358635947578436,0.5100642636522547,0.5056617869517361,0.6262362936993578,1.000000000000002e-38
36,0.548545107082454,0.5454122985567824,0.6358082664955751,0.509819851373108,0.5054613608273242,0.6305770839361922,1.000000000000002e-39
37,0.548583774620939,0.5455295607717187,0.6358397898613328,0.5051474823182148,0.5019204301521714,0.641144939894004,1.0000000000000022e-40
38,0.5486186471809646,0.5455640243146166,0.6358244205391301,0.5052272230222201,0.5020745317090027,0.637086066683733,1.0000000000000022e-41
39,0.5486444013211272,0.5455762631862064,0.635832373897569,0.5040085848350933,0.5009184695580096,0.6420100604649804,1.0000000000000023e-42
40,0.5486924614809018,0.5456383042303915,0.6358619630086005,0.5083617657960492,0.5044579790890722,0.6247958276348163,1.0000000000000023e-43
41,0.5486466407894988,0.5456106468602595,0.6358324024711881,0.5080367106043507,0.5041091423241759,0.6319886485925702,1.0000000000000023e-44
42,0.5486538255815251,0.5455496701802534,0.6358343183204412,0.5115172856425292,0.5067920397430998,0.6199580906593146,1.0000000000000023e-45
43,0.5486484916804717,0.5455755425925058,0.6358220762297743,0.5087060923189375,0.5045388960031012,0.629246143347909,1.0000000000000024e-46
44,0.5486354615584762,0.5455919581273047,0.6358687551171026,0.509839714615495,0.5052153983776912,0.6290302072371636,1.0000000000000024e-47
45,0.5486098313762904,0.5455581407036458,0.6358694789674937,0.5088524020328037,0.5046740645295257,0.6256935250509036,1.0000000000000024e-48
46,0.5486396694909288,0.5455523841474855,0.6358747740327484,0.5027343484247087,0.5000350800756589,0.6496226915244369,1.0000000000000024e-49
47,0.5486567547097395,0.5455988071416926,0.6358359980517995,0.5031615777361423,0.5004577192042213,0.6427400570868744,1.0000000000000025e-50
48,0.5486951856632969,0.5456401851525013,0.6358325924186783,0.504490481192547,0.5013710877936598,0.6440286762713509,1.0000000000000025e-51
49,0.5485221107322276,0.5454100756665012,0.6358123422233207,0.5025805892051911,0.5000144876361463,0.6431519321803885,1.0000000000000026e-52
50,0.548614293916741,0.5454874060010529,0.6358330454026946,0.5060132558200129,0.5022731602608741,0.6430703858527183,1.0000000000000027e-53
51,0.5485830340388697,0.545501458310108,0.6358400542644779,0.5080833706646928,0.5043539134158253,0.63112324109883,1.0000000000000028e-54
52,0.5485907170293107,0.5455124581191135,0.6358392772914785,0.5043785272273764,0.5015344720883628,0.64326451405647,1.0000000000000029e-55
53,0.5486381571703866,0.5455816791752932,0.6358545083093402,0.5055297577824275,0.5024489271408238,0.6335358612011758,1.000000000000003e-56
54,0.5486178077008226,0.5455292767249941,0.6358494356205647,0.5084276778495264,0.5044567938297603,0.6256763834175837,1.000000000000003e-57
55,0.5485333078390017,0.5454349932854398,0.63584813950791,0.5086811546415891,0.5047360872428207,0.6298007592366907,1.0000000000000032e-58
56,0.5486504735662548,0.5455727286238755,0.6358461712883158,0.51385954328438,0.5084265137161891,0.6153424913649792,1.0000000000000033e-59
57,0.5486068037731536,0.5455696625955525,0.635803528308718,0.5109854457919809,0.5064035575202076,0.6200408484947169,1.0000000000000034e-60
58,0.5486981107950912,0.5456255764101401,0.635855533511738,0.512640964098612,0.5074139823249302,0.6213371625357267,1.0000000000000035e-61
59,0.5485728076766107,0.5455097988009654,0.635872554975896,0.5096236784909199,0.5055013797412166,0.6313680244316983,1.0000000000000035e-62
60,0.5486193440374979,0.5455530603762229,0.6358096186897562,0.5056143641186673,0.50204836673977,0.6350964635095045,1.0000000000000036e-63
61,0.5485493192777545,0.5454360162498423,0.6358780021245207,0.5087223141058254,0.5046753893453144,0.63355571073252,1.0000000000000037e-64
62,0.54866370917006,0.5456393549158436,0.6358196599911279,0.5063545388863022,0.5028073974049702,0.6273467588345707,1.0000000000000037e-65
63,0.5486871911276274,0.5456036797963274,0.6358587708187845,0.5064951281118446,0.5029261194150326,0.6339952364580396,1.0000000000000038e-66
64,0.5486643637209616,0.5456026182907642,0.6358491707096393,0.5035246566217702,0.5005913138345712,0.6427768882162482,1.0000000000000039e-67
65,0.5486429507115783,0.5455623180376264,0.6358493270934706,0.5083252234322032,0.5043410576899173,0.6358999605779048,1.000000000000004e-68
66,0.5485987597571034,0.5455094195046644,0.6358342959154138,0.5030623040065021,0.5002957716074155,0.6468600717413983,1.0000000000000041e-69
67,0.5485584115751361,0.5454987940677435,0.6358211423212808,0.504397304653902,0.501375082346899,0.6462930855305264,1.0000000000000042e-70
68,0.5486970959269655,0.5455980991077213,0.6358322566880565,0.5044361239173722,0.5016444667894084,0.6363868980579707,1.0000000000000041e-71
69,0.5486266341406757,0.5455064226974696,0.6358622288723978,0.5099430890437826,0.5057935092459719,0.6299339133147857,1.0000000000000042e-72
70,0.5486092704481872,0.545541641701657,0.635860993242033,0.5067791983424893,0.503119725425497,0.6328668614323629,1.0000000000000042e-73
71,0.5486377994359467,0.5455701729556217,0.6358530413505156,0.5127962594594769,0.5076512824010445,0.6225888726024186,1.0000000000000043e-74
72,0.5486371762671288,0.545559811110024,0.6358419820935876,0.505681733601138,0.5025108359318075,0.6371707855711801,1.0000000000000044e-75
73,0.5486707823256208,0.5455944536611921,0.6358825942336084,0.5129654124395612,0.5078117560278549,0.6172687304581532,1.0000000000000044e-76
74,0.5486537868773732,0.5455850607640712,0.6358612194362687,0.5092128901565869,0.5052151178607267,0.6280621074120877,1.0000000000000043e-77
75,0.5486018849825929,0.5455414840922568,0.6358612131297613,0.5021981756872318,0.4996489458743114,0.6491193262189023,1.0000000000000044e-78
76,0.5486683595579213,0.5456423334711532,0.6358190355340523,0.511615445245747,0.5067644477943573,0.6231499150872538,1.0000000000000045e-79
77,0.5485604943054837,0.5454571095080148,0.6358420993532511,0.5113956254657068,0.5067306535073752,0.6246765266019367,1.0000000000000045e-80
78,0.5486940487460725,0.5455981442092797,0.6358404657233399,0.5091897846145756,0.5049367159725684,0.6248251759571585,1.0000000000000045e-81
79,0.5486093959890598,0.5455514348300505,0.6358434165544654,0.5135108614103909,0.5083013446422285,0.6177796866905176,1.0000000000000046e-82
80,0.5485970324981247,0.5455024180151005,0.6358471338080417,0.5041706765294733,0.5012150922592045,0.6390559613858245,1.0000000000000048e-83
81,0.5486355746712662,0.5456028465631382,0.6358408392115105,0.5037894282088281,0.5010194304917812,0.6433483426475244,1.0000000000000048e-84
82,0.5486325924517881,0.5456016055227179,0.6358460687730911,0.5045532222986661,0.50172605629041,0.6401909991884916,1.0000000000000048e-85
83,0.5485904025815844,0.5454866953654905,0.6358626172805364,0.503516127749932,0.5007336337776099,0.6411406984652146,1.0000000000000049e-86
84,0.5485635370354618,0.5454654734978216,0.6358455290526566,0.5091068844256438,0.5049022671204083,0.6328156041142516,1.0000000000000049e-87
85,0.5485068528521547,0.5453896963037158,0.6358266168336283,0.503952829900102,0.5013221845738275,0.6353308168192932,1.000000000000005e-88
86,0.5486127107545614,0.5455003122810461,0.6358291436304904,0.5098472285959533,0.5058355719388562,0.6239993038052885,1.0000000000000051e-89
87,0.5486426088781883,0.5455449010187906,0.6358277455793492,0.5053560319721677,0.5019058196979891,0.6372050112733781,1.0000000000000052e-90
88,0.548646316129744,0.545613102975341,0.6358458295458247,0.5077214554078359,0.5038210259428961,0.6340539256658544,1.0000000000000053e-91
89,0.5486414702119424,0.5455903914460476,0.6358351572614585,0.505773171064035,0.5024570740230127,0.6347301153957646,1.0000000000000054e-92
90,0.5486253414633748,0.5454985864639131,0.6358500809405198,0.5097431467656138,0.5055613893992242,0.6241783087070172,1.0000000000000054e-93
91,0.5486755701527156,0.5455945501551439,0.6358288644452932,0.5062741770940008,0.5031315955139057,0.6304677450398026,1.0000000000000055e-94
92,0.548697471139082,0.5456035316560918,0.6358095930813239,0.5048568656350656,0.5017038282222243,0.637988349357685,1.0000000000000056e-95
93,0.5485852992692614,0.5454578986896854,0.635820824475814,0.5084549636032637,0.504607455626015,0.6305106399820094,1.0000000000000057e-96
94,0.5486957476414398,0.5456509194424988,0.6358642443970667,0.5067460385148123,0.5031037733073966,0.6306340063938903,1.0000000000000058e-97
95,0.5486140389984328,0.5455867067844515,0.6358448198087886,0.5049130032068673,0.50171679658709,0.6347177722325078,1.0000000000000058e-98
96,0.5486067460554459,0.5455538573469944,0.6358537127114566,0.509895981860854,0.505559955619037,0.6285498821213266,1.000000000000006e-99
97,0.5485928163346143,0.5455580868538458,0.6358033543657143,0.5036334128317519,0.5008328340818744,0.6459847557048917,1.000000000000006e-100
98,0.5486653242534482,0.545590076506213,0.6358768542210596,0.5092077723179488,0.5048007614962704,0.6279272208066385,1.0000000000000061e-101
99,0.548640866539385,0.5455361740004631,0.6358570146696078,0.5121571484803714,0.5073596967201177,0.6214783891053773,1.000000000000006e-102
